sale_id,customer_id,store_id,payment_mode,sale_date
7814,3087,1,UPI,2025-03-12
7815,9963,9,Cash,2025-04-15
7816,3284,4,UPI,2024-08-24
7817,3324,8,Wallet,2025-04-23
7818,446,1,Card,2024-09-30
7819,1026,8,Card,2024-12-16
7820,9964,9,UPI,2025-01-04
7821,1360,5,Wallet,2024-12-06
7822,8211,7,Cash,2024-05-29
7823,6114,10,Cash,2025-01-07
7824,8753,2,Cash,2025-05-13
7825,472,1,Card,2024-09-29
7826,28,6,Card,2024-08-21
7827,8752,9,Card,2024-09-15
7828,3237,1,Wallet,2025-03-20
7829,9137,10,Cash,2024-11-02
7830,3949,1,UPI,2025-03-21
7831,6173,4,UPI,2025-01-27
7832,1980,10,Wallet,2024-10-28
7833,4922,6,Cash,2025-03-17
7834,9008,9,UPI,2025-04-29
7835,2327,2,Card,2024-05-29
7836,2331,5,Cash,2024-06-09
7837,7647,7,Cash,2024-07-29
7838,1003,4,UPI,2024-09-23
7839,9735,6,Card,2025-03-05
7840,6449,6,Wallet,2024-07-26
7841,6838,4,Wallet,2025-05-11
7842,6468,4,UPI,2024-09-25
7843,9422,9,UPI,2025-01-18
7844,7355,1,Cash,2025-01-17
7845,2530,5,UPI,2024-07-10
7846,1431,9,UPI,2025-02-03
7847,3913,9,Wallet,2025-02-25
7848,1533,9,Wallet,2025-02-15
7849,1893,2,UPI,2024-11-25
7850,1422,7,Card,2024-10-22
7851,8583,10,Wallet,2024-10-22
7852,5769,8,Wallet,2024-08-07
7853,2819,1,UPI,2025-05-02
7854,5618,2,Wallet,2025-04-06
7855,1196,1,Card,2024-12-08
7856,6230,9,Card,2025-04-21
7857,9050,10,Card,2024-10-08
7858,5306,5,Card,2024-05-20
7859,9709,4,Card,2025-02-06
7860,8078,8,Card,2025-03-24
7861,9346,3,Cash,2025-02-19
7862,843,8,Cash,2024-07-10
7863,5201,3,UPI,2025-05-07
7864,5922,6,Card,2024-12-02
7865,9875,4,Wallet,2025-02-10
7866,295,8,Card,2024-11-14
7867,6098,7,Cash,2024-06-16
7868,6413,5,Wallet,2024-09-29
7869,8837,3,Cash,2025-05-13
7870,6679,5,UPI,2024-06-08
7871,5021,4,Cash,2024-09-17
7872,5744,8,Wallet,2024-11-05
7873,111,5,Cash,2025-04-29
7874,8776,10,Card,2024-08-16
7875,9679,10,Cash,2025-01-25
7876,4865,5,Card,2024-07-10
7877,1649,2,UPI,2024-12-29
7878,6382,9,Cash,2024-11-13
7879,2382,6,Cash,2025-01-29
7880,106,1,Card,2024-06-25
7881,5819,3,UPI,2025-04-16
7882,9887,4,UPI,2025-03-31
7883,9926,10,UPI,2024-06-04
7884,382,10,Wallet,2025-05-07
7885,4357,2,Card,2024-11-30
7886,5919,10,Wallet,2024-06-05
7887,1317,4,Wallet,2024-12-26
7888,5455,2,Cash,2024-06-20
7889,4075,6,Wallet,2024-10-22
7890,4805,10,Wallet,2024-08-28
7891,907,9,UPI,2024-08-30
7892,7622,1,UPI,2024-12-03
7893,663,5,Wallet,2024-11-03
7894,6719,9,UPI,2024-10-17
7895,8655,7,Card,2024-05-25
7896,943,6,Wallet,2024-10-06
7897,8350,7,Wallet,2025-03-18
7898,6416,9,Cash,2025-02-09
7899,3310,3,Wallet,2024-06-11
7900,1327,8,Cash,2024-06-01
7901,2107,1,UPI,2024-10-16
7902,4800,10,Card,2025-02-04
7903,8840,6,Wallet,2025-04-22
7904,2939,9,Cash,2024-06-19
7905,2484,1,Card,2025-02-28
7906,1376,5,Wallet,2025-03-19
7907,7857,8,Card,2024-09-25
7908,245,10,Wallet,2024-09-10
7909,2349,6,Cash,2024-12-22
7910,9060,6,Cash,2025-04-04
7911,480,3,Wallet,2024-06-26
7912,1936,8,Wallet,2024-07-05
7913,5758,1,Wallet,2024-12-16
7914,88,4,Cash,2025-01-10
7915,9433,8,Wallet,2025-04-17
7916,8765,6,UPI,2024-08-16
7917,9006,9,Card,2024-10-30
7918,179,1,Card,2024-07-24
7919,9918,2,Cash,2025-04-14
7920,163,1,Wallet,2024-11-25
7921,2641,4,UPI,2024-07-06
7922,9198,9,Wallet,2025-03-06
7923,2349,4,Wallet,2024-09-26
7924,2422,9,Cash,2024-12-06
7925,4299,6,Cash,2025-01-19
7926,4143,5,Wallet,2024-07-08
7927,4504,10,UPI,2024-12-22
7928,1218,4,Cash,2024-11-16
7929,2475,10,Cash,2025-01-25
7930,930,2,Cash,2024-09-06
7931,7959,8,Card,2024-09-02
7932,8509,3,Wallet,2024-11-18
7933,1503,1,Cash,2024-06-23
7934,421,10,Wallet,2025-02-20
7935,5831,7,Cash,2024-11-20
7936,4359,8,Cash,2024-09-24
7937,1450,7,Card,2024-11-09
7938,5812,4,Card,2025-04-19
7939,8620,8,Cash,2024-05-22
7940,7872,10,UPI,2024-09-14
7941,8589,4,UPI,2025-05-08
7942,8988,5,Card,2024-06-24
7943,107,8,Card,2025-04-20
7944,4050,2,Wallet,2025-05-08
7945,8290,10,Cash,2024-07-14
7946,1904,8,Wallet,2025-03-19
7947,7650,5,Cash,2024-11-02
7948,3571,5,Card,2025-04-11
7949,5377,7,UPI,2025-01-02
7950,43,4,Wallet,2025-04-07
7951,6386,3,Card,2024-12-26
7952,1578,6,Wallet,2025-03-29
7953,6066,6,Cash,2025-03-13
7954,5886,10,Card,2025-03-26
7955,8577,6,Card,2024-06-27
7956,3578,7,Cash,2025-04-29
7957,3239,4,Wallet,2025-05-02
7958,5245,3,Cash,2024-11-24
7959,9889,3,Cash,2024-12-27
7960,2135,3,UPI,2024-11-28
7961,3893,2,Wallet,2024-10-22
7962,4322,6,Wallet,2025-03-29
7963,5777,1,Cash,2025-05-10
7964,5829,6,Cash,2025-01-24
7965,3816,8,Card,2025-01-10
7966,296,6,Wallet,2024-10-18
7967,414,2,Wallet,2024-12-26
7968,5957,7,Cash,2025-01-03
7969,6279,3,UPI,2025-01-08
7970,6669,9,Card,2025-04-28
7971,8196,8,Wallet,2025-04-28
7972,178,6,Wallet,2024-08-23
7973,8938,1,Wallet,2025-01-11
7974,4355,2,Wallet,2024-09-16
7975,8844,8,Wallet,2024-11-06
7976,5915,6,Cash,2025-02-15
7977,5483,1,Card,2024-11-13
7978,3272,9,Cash,2025-03-23
7979,6688,8,Cash,2025-02-18
7980,5393,2,Wallet,2025-02-21
7981,290,10,Card,2024-08-21
7982,8995,5,Wallet,2025-04-16
7983,8426,3,Cash,2024-06-05
7984,408,1,Wallet,2024-09-19
7985,694,7,UPI,2024-12-10
7986,1170,9,Wallet,2024-06-14
7987,8624,7,Card,2024-10-20
7988,7783,3,Wallet,2024-06-20
7989,9175,6,Card,2024-12-08
7990,3045,3,Wallet,2024-09-16
7991,5531,4,Cash,2025-02-06
7992,4993,1,Wallet,2025-03-06
7993,3925,2,UPI,2025-03-03
7994,6971,1,UPI,2024-09-03
7995,3313,10,Card,2025-01-31
7996,4319,2,Card,2025-01-27
7997,1689,4,Cash,2025-01-11
7998,468,6,Wallet,2024-09-19
7999,9538,8,UPI,2025-01-15
8000,2423,10,Wallet,2024-06-20
8001,7280,9,Wallet,2024-10-08
8002,4508,10,Cash,2024-09-27
8003,4722,7,Card,2025-02-17
8004,5372,4,UPI,2025-02-14
8005,9204,7,UPI,2024-10-17
8006,7542,1,Wallet,2025-04-25
8007,9870,10,Cash,2024-12-06
8008,1487,6,UPI,2025-01-25
8009,9609,1,UPI,2024-08-23
8010,9550,8,Card,2025-04-18
8011,9584,4,Wallet,2024-09-13
8012,9771,8,Cash,2024-09-03
8013,3750,8,Cash,2024-08-02
8014,8060,2,UPI,2024-10-10
8015,2504,6,Wallet,2024-10-30
8016,7856,10,UPI,2025-05-04
8017,7056,4,UPI,2024-07-27
8018,400,3,Card,2024-05-21
8019,4383,9,Wallet,2025-02-27
8020,1540,10,Card,2024-08-09
8021,8429,9,Card,2024-06-24
8022,7186,2,UPI,2025-05-10
8023,4911,5,UPI,2025-04-09
8024,9120,10,Wallet,2025-01-14
8025,4510,10,Card,2024-06-11
8026,6052,7,UPI,2024-09-23
8027,6153,9,Card,2024-12-29
8028,8612,8,Wallet,2025-05-18
8029,4125,10,Cash,2024-10-26
8030,2396,4,Cash,2025-03-15
8031,8853,3,Cash,2025-04-09
8032,3951,1,Cash,2024-11-25
8033,450,1,Cash,2024-12-15
8034,380,9,UPI,2024-11-12
8035,9443,4,Wallet,2025-02-01
8036,7286,8,Cash,2025-02-12
8037,2302,4,UPI,2025-05-01
8038,7711,6,Wallet,2024-10-25
8039,5793,4,UPI,2025-03-02
8040,8919,2,Wallet,2024-10-07
8041,9660,1,UPI,2024-06-26
8042,7217,8,Cash,2025-03-03
8043,4906,6,Wallet,2024-12-11
8044,6000,1,Wallet,2024-07-04
8045,8608,5,Cash,2025-02-12
8046,7123,3,Wallet,2024-11-28
8047,600,2,Wallet,2024-07-10
8048,7289,3,Card,2024-07-22
8049,7922,2,UPI,2024-11-12
8050,1568,10,Wallet,2024-08-30
8051,1095,2,Wallet,2025-05-18
8052,9640,1,UPI,2024-06-26
8053,9685,3,Card,2025-01-19
8054,6192,3,UPI,2024-12-20
8055,1459,4,UPI,2024-05-23
8056,9401,3,Card,2025-03-01
8057,8047,8,Card,2024-07-22
8058,4935,4,UPI,2024-07-13
8059,1355,10,UPI,2024-12-16
8060,6474,1,Wallet,2025-01-23
8061,8405,2,Cash,2024-06-16
8062,3895,7,Cash,2024-06-12
8063,8033,6,Cash,2024-08-13
8064,2964,9,Wallet,2025-04-30
8065,3043,6,Wallet,2024-12-07
8066,6974,2,UPI,2024-10-27
8067,7140,8,Cash,2025-03-31
8068,6931,9,UPI,2024-08-31
8069,1733,5,Cash,2025-02-18
8070,7871,6,Cash,2024-11-26
8071,5341,4,Wallet,2024-10-05
8072,5112,2,Cash,2024-06-02
8073,3082,5,Cash,2024-08-23
8074,7803,5,Cash,2024-05-23
8075,9463,1,UPI,2024-11-10
8076,7528,5,UPI,2024-07-10
8077,4869,1,Card,2024-11-25
8078,1530,3,Wallet,2025-03-06
8079,1082,9,Card,2024-11-16
8080,7995,4,Wallet,2024-08-12
8081,3532,9,Wallet,2024-08-02
8082,9344,6,UPI,2024-10-21
8083,9915,1,Cash,2025-05-20
8084,717,3,UPI,2024-07-15
8085,6230,3,Cash,2024-08-10
8086,205,4,Wallet,2024-06-22
8087,6785,10,Card,2024-09-10
8088,4095,4,Card,2024-08-10
8089,5483,8,Wallet,2025-01-29
8090,5741,3,Cash,2024-06-01
8091,9525,4,UPI,2024-10-30
8092,7220,3,UPI,2025-01-07
8093,6155,7,UPI,2024-11-12
8094,4843,6,UPI,2024-09-19
8095,8104,1,Card,2024-05-23
8096,9430,10,Card,2025-01-28
8097,2019,1,Cash,2025-04-28
8098,5052,6,Cash,2024-11-30
8099,8710,3,Wallet,2025-03-23
8100,7836,9,UPI,2024-09-30
8101,1439,2,Card,2024-07-16
8102,4087,3,UPI,2025-04-27
8103,5128,9,Card,2025-01-29
8104,2053,6,UPI,2024-12-19
8105,7530,1,Wallet,2024-09-13
8106,7148,2,Cash,2024-08-27
8107,4369,7,UPI,2025-02-21
8108,4518,6,Card,2024-07-28
8109,2313,1,UPI,2024-07-14
8110,5578,10,Wallet,2025-02-12
8111,8974,2,Card,2024-10-21
8112,1245,6,UPI,2024-06-15
8113,2417,6,Cash,2024-09-13
8114,6491,6,Wallet,2025-03-30
8115,6169,9,UPI,2024-08-08
8116,9168,2,Card,2025-02-07
8117,5840,10,Cash,2024-07-14
8118,8609,10,Cash,2024-11-15
8119,8407,9,Wallet,2024-12-07
8120,9328,9,Card,2024-11-14
8121,7098,10,Wallet,2024-06-20
8122,5010,9,Cash,2024-12-23
8123,1583,9,Card,2025-05-08
8124,8925,3,Cash,2024-07-09
8125,7877,10,Card,2024-12-06
8126,2428,9,Wallet,2024-07-20
8127,5722,10,Card,2024-11-03
8128,8424,9,Cash,2024-08-27
8129,4931,3,Wallet,2024-10-22
8130,4354,4,Cash,2025-02-11
8131,7833,4,UPI,2024-08-24
8132,5376,4,UPI,2024-07-31
8133,403,7,Wallet,2024-06-20
8134,6568,5,Cash,2024-05-21
8135,4866,7,Card,2025-05-08
8136,8147,6,Cash,2024-07-08
8137,65,7,Wallet,2025-02-22
8138,2238,8,Wallet,2024-07-02
8139,7771,6,Wallet,2025-03-26
8140,9142,9,Cash,2024-10-01
8141,173,4,Cash,2024-10-14
8142,7936,5,Card,2025-01-02
8143,2676,9,Wallet,2025-01-05
8144,9443,9,UPI,2024-11-16
8145,4006,2,Card,2025-01-22
8146,6545,2,Card,2024-12-13
8147,8830,9,Card,2025-03-24
8148,949,6,UPI,2024-09-02
8149,1695,8,Cash,2024-06-16
8150,4758,8,Card,2025-01-15
8151,6283,8,Wallet,2025-04-10
8152,143,5,UPI,2024-10-06
8153,6002,10,UPI,2025-03-15
8154,6653,4,Wallet,2024-09-07
8155,4582,3,Cash,2024-07-12
8156,5088,4,Card,2025-01-03
8157,1461,8,Card,2024-05-27
8158,3888,4,Card,2024-09-06
8159,8485,8,UPI,2024-11-01
8160,9836,8,UPI,2024-12-18
8161,838,1,UPI,2024-08-22
8162,9230,9,Cash,2024-07-25
8163,5847,3,Cash,2024-07-19
8164,8464,6,Cash,2024-08-30
8165,2370,3,UPI,2025-02-08
8166,8998,9,Wallet,2024-10-16
8167,3175,1,Cash,2024-10-16
8168,5986,7,Card,2025-03-01
8169,883,5,UPI,2024-10-06
8170,9024,3,Wallet,2025-01-24
8171,3172,7,UPI,2025-04-29
8172,2041,1,Cash,2024-08-26
8173,6733,6,Wallet,2025-05-13
8174,9787,7,Cash,2024-09-06
8175,6373,9,Wallet,2024-08-13
8176,9819,9,Cash,2025-01-05
8177,5986,7,Wallet,2025-03-31
8178,7563,5,Wallet,2025-05-09
8179,5901,7,Card,2024-08-10
8180,7966,1,Card,2024-12-06
8181,5317,7,UPI,2024-08-17
8182,8466,10,Wallet,2024-07-04
8183,590,4,UPI,2025-03-30
8184,8775,2,UPI,2024-08-30
8185,5064,6,Wallet,2024-12-23
8186,3634,7,UPI,2024-12-20
8187,1991,7,UPI,2024-08-25
8188,6516,8,Wallet,2024-11-13
8189,1259,5,Card,2025-03-07
8190,2867,10,Cash,2025-01-23
8191,3739,10,Wallet,2024-09-12
8192,572,8,Cash,2024-06-28
8193,8737,4,Card,2024-06-15
8194,4223,10,UPI,2024-09-23
8195,638,1,Cash,2024-09-08
8196,8233,8,Card,2024-10-07
8197,4883,4,Card,2025-02-17
8198,4393,5,Cash,2025-02-05
8199,9813,4,Wallet,2024-09-03
8200,3673,7,Cash,2024-12-19
8201,9492,10,Wallet,2024-06-07
8202,7258,3,Cash,2024-06-27
8203,4712,2,Wallet,2024-11-15
8204,5644,10,Wallet,2024-12-23
8205,160,2,Card,2025-04-15
8206,9924,7,UPI,2024-10-07
8207,5939,10,Card,2024-05-29
8208,9925,6,Wallet,2024-08-25
8209,581,2,UPI,2024-09-24
8210,8412,8,Wallet,2025-03-13
8211,7587,6,Wallet,2024-07-17
8212,4475,8,UPI,2024-07-31
8213,9942,6,Card,2025-05-17
8214,7074,4,Wallet,2024-09-04
8215,9663,8,UPI,2025-04-16
8216,5060,4,Wallet,2024-09-30
8217,4329,6,Cash,2025-05-20
8218,1395,5,Card,2025-02-14
8219,922,4,Cash,2024-09-23
8220,2774,7,Card,2025-01-07
8221,4463,8,Cash,2025-03-01
8222,4577,6,UPI,2024-08-29
8223,3435,1,UPI,2025-03-24
8224,6734,7,Card,2024-09-11
8225,9311,4,Cash,2025-02-10
8226,1866,2,Cash,2025-02-04
8227,725,3,Cash,2024-06-18
8228,712,10,Card,2024-06-12
8229,7711,4,Cash,2024-11-11
8230,5081,7,Card,2024-10-12
8231,391,9,UPI,2024-07-25
8232,9263,10,UPI,2024-07-04
8233,4488,6,Wallet,2025-03-24
8234,8117,10,Cash,2025-02-27
8235,6748,5,UPI,2024-11-29
8236,6067,9,Wallet,2025-01-16
8237,4495,8,Wallet,2024-12-07
8238,3573,8,UPI,2024-07-20
8239,7770,8,Wallet,2024-11-10
8240,2312,8,Wallet,2024-10-22
8241,6774,8,Cash,2024-11-14
8242,6906,10,Wallet,2024-10-22
8243,3643,10,Card,2025-02-07
8244,6339,7,Wallet,2025-05-06
8245,2610,2,Card,2025-04-22
8246,9623,2,UPI,2025-01-15
8247,6241,5,Wallet,2025-05-14
8248,7807,6,Card,2025-05-13
8249,758,9,UPI,2024-12-04
8250,5087,1,Cash,2024-12-26
8251,6221,7,Cash,2024-07-31
8252,9932,7,UPI,2025-03-22
8253,5603,8,Cash,2025-02-10
8254,9327,1,UPI,2024-11-17
8255,6122,10,Cash,2024-10-28
8256,8957,4,Wallet,2024-08-24
8257,2726,10,Card,2024-09-08
8258,3369,5,Cash,2025-04-10
8259,3498,2,UPI,2025-02-18
8260,8175,2,Cash,2025-03-03
8261,9865,4,Cash,2024-12-11
8262,5643,3,Cash,2024-09-04
8263,8775,7,Wallet,2024-11-05
8264,4767,7,UPI,2025-03-29
8265,4634,2,UPI,2024-10-25
8266,1822,5,Cash,2025-01-26
8267,1186,5,Card,2024-07-04
8268,1638,8,Wallet,2024-10-26
8269,7237,8,Cash,2025-04-09
8270,8381,4,UPI,2025-03-05
8271,1747,10,Card,2025-02-13
8272,5798,1,Cash,2025-03-09
8273,8090,6,Cash,2024-12-18
8274,2621,7,UPI,2024-05-31
8275,7598,1,Cash,2024-09-13
8276,8003,8,UPI,2025-01-17
8277,6108,9,Wallet,2024-11-27
8278,9377,8,UPI,2024-08-07
8279,2794,3,Cash,2025-02-14
8280,2501,9,Card,2024-11-19
8281,8362,10,Wallet,2024-07-20
8282,4926,3,Cash,2024-11-07
8283,1081,4,Wallet,2024-12-08
8284,9456,6,Wallet,2024-08-05
8285,4865,7,Cash,2024-12-16
8286,4454,8,Card,2024-07-07
8287,2249,7,UPI,2024-08-04
8288,1326,3,Card,2024-10-06
8289,3874,2,Wallet,2024-11-27
8290,1689,2,Wallet,2024-10-06
8291,2986,9,Wallet,2024-12-31
8292,2077,7,Wallet,2025-05-04
8293,9722,7,Cash,2025-01-05
8294,1462,5,UPI,2024-06-14
8295,9595,6,Wallet,2025-03-14
8296,73,7,Wallet,2024-07-30
8297,6031,9,UPI,2025-02-11
8298,4612,10,Wallet,2024-06-08
8299,2797,4,UPI,2025-03-15
8300,7718,6,Wallet,2024-06-07
8301,4517,1,Cash,2025-03-23
8302,2494,7,Wallet,2024-11-28
8303,4232,4,Card,2024-06-15
8304,3577,2,UPI,2024-11-23
8305,8101,4,UPI,2024-07-27
8306,5729,8,UPI,2024-06-26
8307,33,2,Wallet,2024-11-23
8308,4374,1,Wallet,2025-01-09
8309,3599,1,Wallet,2024-09-14
8310,2393,7,Wallet,2024-06-07
8311,6706,7,Wallet,2025-03-19
8312,6791,4,Cash,2025-02-26
8313,2678,5,Card,2024-07-05
8314,1402,5,Cash,2024-11-06
8315,818,7,UPI,2025-05-02
8316,6204,3,Wallet,2025-05-05
8317,9853,5,Cash,2024-08-02
8318,4563,7,Wallet,2024-12-29
8319,4724,7,Cash,2025-05-09
8320,2439,9,UPI,2024-07-28
8321,6829,4,Wallet,2025-01-27
8322,1211,1,Cash,2025-02-16
8323,6642,5,Cash,2024-08-14
8324,600,4,UPI,2024-12-03
8325,5481,3,Cash,2024-07-08
8326,1847,7,UPI,2024-11-08
8327,6593,9,UPI,2025-05-19
8328,7862,4,Wallet,2025-03-19
8329,1888,6,Card,2024-05-24
8330,680,1,Cash,2025-05-16
8331,3253,1,UPI,2024-10-08
8332,1836,3,UPI,2024-11-24
8333,2178,5,Cash,2024-12-24
8334,8143,6,Card,2024-09-16
8335,149,9,UPI,2024-06-03
8336,1496,9,Wallet,2025-02-18
8337,1745,10,Wallet,2024-06-21
8338,1647,1,Cash,2024-10-12
8339,2996,2,Wallet,2025-03-20
8340,6644,8,Card,2024-09-27
8341,9865,5,Card,2024-10-10
8342,7379,3,UPI,2025-01-16
8343,8850,9,Card,2025-01-22
8344,3668,2,UPI,2024-10-25
8345,9246,7,Card,2025-03-09
8346,577,10,UPI,2024-05-20
8347,4780,8,Cash,2024-12-24
8348,8188,2,Wallet,2024-08-19
8349,2973,1,UPI,2025-04-09
8350,7757,3,Cash,2024-05-27
8351,3949,8,UPI,2025-04-03
8352,6545,4,Card,2025-03-15
8353,2046,5,Wallet,2024-12-17
8354,1628,9,UPI,2024-10-05
8355,1489,4,Card,2024-06-30
8356,9128,9,Card,2024-10-06
8357,3564,6,Card,2024-07-31
8358,9907,7,Card,2025-02-21
8359,1803,8,UPI,2024-09-18
8360,9613,10,Cash,2024-08-03
8361,3592,10,Wallet,2024-12-02
8362,3521,1,Card,2025-02-13
8363,5897,9,Wallet,2024-06-26
8364,7644,2,UPI,2025-03-17
8365,7042,3,UPI,2024-08-10
8366,3312,1,Card,2024-07-31
8367,2306,10,UPI,2024-10-29
8368,7876,3,Cash,2024-09-04
8369,1968,2,UPI,2024-12-18
8370,8010,7,Wallet,2024-09-16
8371,5463,7,Wallet,2024-08-15
8372,6898,6,Cash,2024-12-13
8373,3459,10,Card,2025-02-07
8374,8586,4,Card,2024-11-21
8375,4779,3,Wallet,2024-12-14
8376,3731,7,Card,2024-09-14
8377,4366,3,Card,2024-09-28
8378,7548,9,Cash,2025-04-11
8379,28,10,Wallet,2024-09-28
8380,3492,8,UPI,2024-05-27
8381,6424,7,Cash,2024-10-26
8382,5302,2,Card,2024-05-31
8383,6161,10,Cash,2025-04-08
8384,1174,3,UPI,2025-01-11
8385,339,8,UPI,2024-08-20
8386,9261,3,Wallet,2024-11-25
8387,842,8,Cash,2025-02-25
8388,294,4,Card,2025-02-15
8389,9515,5,UPI,2025-02-11
8390,6559,9,UPI,2024-11-26
8391,1648,10,UPI,2024-10-11
8392,4899,2,Cash,2025-03-17
8393,4527,3,Card,2024-09-30
8394,5615,1,Card,2024-11-19
8395,3802,8,Cash,2024-10-28
8396,8281,9,Wallet,2024-09-30
8397,7377,10,Cash,2025-03-12
8398,900,9,Card,2024-11-23
8399,3478,3,Card,2024-11-04
8400,1745,5,Wallet,2024-11-21
8401,6097,9,Card,2024-10-27
8402,2254,5,UPI,2025-03-19
8403,1634,1,Wallet,2025-01-01
8404,7002,1,Cash,2024-11-01
8405,7021,4,Card,2024-06-08
8406,9054,7,UPI,2024-08-21
8407,8150,7,Card,2025-04-22
8408,4702,7,UPI,2024-09-19
8409,6736,6,UPI,2024-07-08
8410,1014,1,UPI,2024-08-31
8411,3300,3,Card,2024-11-09
8412,1507,5,UPI,2025-01-20
8413,4804,4,Card,2024-07-13
8414,978,4,Card,2024-12-29
8415,1818,9,UPI,2025-01-28
8416,4902,7,UPI,2024-11-04
8417,9141,9,Card,2024-08-10
8418,6799,7,Cash,2025-05-04
8419,474,10,UPI,2024-07-17
8420,568,3,Wallet,2025-04-24
8421,7967,10,Wallet,2024-08-10
8422,2259,4,Wallet,2024-10-08
8423,8121,9,Cash,2024-12-29
8424,4311,1,Card,2025-04-06
8425,1983,3,Card,2024-09-07
8426,1097,4,Card,2024-10-13
8427,6611,4,Wallet,2024-08-01
8428,3571,7,Card,2025-04-25
8429,6498,4,Card,2024-11-21
8430,3647,10,UPI,2025-04-01
8431,2420,8,Wallet,2025-01-24
8432,4280,1,Cash,2024-06-03
8433,674,3,Card,2024-06-27
8434,2803,10,Wallet,2024-06-23
8435,7313,10,UPI,2025-03-24
8436,2370,6,Card,2025-04-07
8437,4531,3,Card,2024-11-22
8438,1067,8,Wallet,2025-04-14
8439,5433,7,Cash,2024-08-31
8440,8074,5,UPI,2025-01-19
8441,688,2,Wallet,2024-09-20
8442,69,5,Wallet,2024-12-01
8443,6775,9,Card,2024-05-21
8444,420,5,Cash,2024-10-07
8445,6892,3,Wallet,2024-08-06
8446,5594,7,Wallet,2024-09-28
8447,6105,3,Cash,2024-08-18
8448,3893,8,Cash,2024-11-28
8449,440,5,Card,2025-03-20
8450,9479,5,Card,2024-09-14
8451,1209,6,Card,2025-01-27
8452,9271,10,UPI,2024-11-11
8453,2564,6,Cash,2024-08-19
8454,7467,3,Wallet,2024-06-01
8455,1254,7,Cash,2024-05-21
8456,3210,9,UPI,2024-09-11
8457,3550,1,Card,2025-05-05
8458,615,4,UPI,2025-05-05
8459,3079,4,Wallet,2024-07-18
8460,3491,1,Cash,2025-02-04
8461,3544,6,Wallet,2024-08-29
8462,8103,2,UPI,2025-01-31
8463,1901,6,Cash,2025-01-16
8464,5681,1,UPI,2024-11-29
8465,6752,10,Cash,2025-01-13
8466,5863,5,Card,2024-08-25
8467,1713,6,UPI,2025-01-21
8468,2330,10,UPI,2024-12-01
8469,1195,2,Cash,2024-08-22
8470,6782,1,UPI,2024-08-09
8471,8163,7,Card,2024-11-29
8472,4907,1,Wallet,2025-01-01
8473,1379,7,UPI,2024-09-24
8474,9505,1,Cash,2024-12-11
8475,750,9,Card,2024-10-31
8476,5293,5,Wallet,2024-11-16
8477,301,6,Cash,2024-10-16
8478,4696,7,Cash,2025-04-02
8479,4625,1,Wallet,2024-07-02
8480,3838,8,Wallet,2024-08-05
8481,278,6,Wallet,2024-06-01
8482,3918,2,Cash,2024-12-06
8483,7308,1,Cash,2024-06-18
8484,2162,1,UPI,2024-12-23
8485,1390,4,UPI,2024-06-29
8486,8883,3,Wallet,2024-07-24
8487,4733,6,Card,2024-09-06
8488,3469,10,UPI,2024-11-09
8489,6142,8,Wallet,2024-06-15
8490,5970,1,UPI,2024-11-05
8491,3817,7,UPI,2025-03-08
8492,9132,8,Cash,2024-12-03
8493,5038,5,Wallet,2024-08-14
8494,5995,8,Card,2025-04-26
8495,9939,1,Card,2024-08-12
8496,2452,2,UPI,2025-04-30
8497,25,4,Wallet,2025-03-10
8498,5963,1,Cash,2024-06-14
8499,2557,5,Card,2024-05-27
8500,7633,10,UPI,2024-06-12
8501,61,3,Wallet,2024-12-06
8502,7676,2,Wallet,2025-02-23
8503,123,7,Card,2024-07-25
8504,5617,2,UPI,2024-11-21
8505,1187,9,UPI,2024-10-22
8506,5159,6,Card,2024-09-30
8507,7865,8,UPI,2024-10-11
8508,9923,3,Cash,2024-08-10
8509,4090,5,Cash,2025-02-18
8510,2473,3,Card,2024-09-26
8511,7451,9,Card,2024-11-11
8512,2965,1,UPI,2024-12-09
8513,8105,8,Cash,2024-11-04
8514,1311,6,Cash,2025-01-25
8515,8347,7,Wallet,2024-11-11
8516,2213,2,Card,2024-05-22
8517,9455,7,Wallet,2024-11-14
8518,6793,1,Cash,2024-12-03
8519,9555,7,Cash,2024-12-22
8520,9130,8,Wallet,2024-08-03
8521,8704,2,Card,2024-08-09
8522,8379,10,Wallet,2024-06-24
8523,1846,2,Cash,2024-05-29
8524,7661,3,UPI,2024-12-07
8525,1703,10,Cash,2024-07-21
8526,391,4,Card,2024-07-24
8527,655,8,UPI,2025-02-14
8528,5836,3,Wallet,2024-07-02
8529,4272,6,UPI,2024-07-19
8530,8956,10,Wallet,2025-03-29
8531,3401,8,Wallet,2024-09-24
8532,5320,10,Card,2025-05-10
8533,6733,2,Card,2024-08-12
8534,6675,4,Cash,2024-08-01
8535,1086,1,Cash,2025-05-06
8536,5447,8,Wallet,2024-06-06
8537,4377,1,Cash,2024-10-17
8538,1964,9,Wallet,2024-10-06
8539,9978,6,UPI,2024-10-09
8540,5178,3,Card,2025-03-01
8541,4573,8,Card,2025-01-13
8542,7544,2,Card,2024-05-29
8543,8908,3,Card,2025-01-29
8544,243,7,Cash,2025-03-04
8545,6511,1,Wallet,2025-04-30
8546,3916,9,Cash,2025-03-09
8547,9716,10,UPI,2025-02-20
8548,838,9,Card,2024-11-21
8549,3324,3,Cash,2025-02-28
8550,2954,4,UPI,2024-07-05
8551,9538,2,UPI,2024-07-19
